0,<diact type="%"/><speaker floor="keep"/>
1,<diact type="%"/><speaker floor="take"/>
2,<diact type="^2"/><speaker floor="keep"/>
3,<diact type="^2"/><speaker floor="take"/>
4,<diact type="^g"/><speaker floor="keep"/>
5,<diact type="^g"/><speaker floor="take"/>
6,<diact type="^h"/><speaker floor="keep"/>
7,<diact type="^h"/><speaker floor="take"/>
8,<diact type="^q"/><speaker floor="keep"/>
9,<diact type="^q"/><speaker floor="take"/>
10,<diact type="aa"/><speaker floor="keep"/>
11,<diact type="aa"/><speaker floor="take"/>
12,<diact type="aap_am"/><speaker floor="keep"/>
13,<diact type="aap_am"/><speaker floor="take"/>
14,<diact type="ad"/><speaker floor="keep"/>
15,<diact type="ad"/><speaker floor="take"/>
16,<diact type="ar"/><speaker floor="keep"/>
17,<diact type="ar"/><speaker floor="take"/>
18,<diact type="arp_nd"/><speaker floor="keep"/>
19,<diact type="arp_nd"/><speaker floor="take"/>
20,<diact type="b"/><speaker floor="keep"/>
21,<diact type="b"/><speaker floor="take"/>
22,<diact type="b^m"/><speaker floor="keep"/>
23,<diact type="b^m"/><speaker floor="take"/>
24,<diact type="ba"/><speaker floor="keep"/>
25,<diact type="ba"/><speaker floor="take"/>
26,<diact type="bd"/><speaker floor="keep"/>
27,<diact type="bd"/><speaker floor="take"/>
28,<diact type="bf"/><speaker floor="keep"/>
29,<diact type="bf"/><speaker floor="take"/>
30,<diact type="bh"/><speaker floor="keep"/>
31,<diact type="bh"/><speaker floor="take"/>
32,<diact type="bk"/><speaker floor="keep"/>
33,<diact type="bk"/><speaker floor="take"/>
34,<diact type="br"/><speaker floor="keep"/>
35,<diact type="br"/><speaker floor="take"/>
36,<diact type="fa"/><speaker floor="keep"/>
37,<diact type="fa"/><speaker floor="take"/>
38,<diact type="fc"/><speaker floor="keep"/>
39,<diact type="fc"/><speaker floor="take"/>
40,<diact type="fo_o_fw_"_by_bc"/><speaker floor="keep"/>
41,<diact type="fo_o_fw_"_by_bc"/><speaker floor="take"/>
42,<diact type="fp"/><speaker floor="keep"/>
43,<diact type="fp"/><speaker floor="take"/>
44,<diact type="ft"/><speaker floor="keep"/>
45,<diact type="ft"/><speaker floor="take"/>
46,<diact type="h"/><speaker floor="keep"/>
47,<diact type="h"/><speaker floor="take"/>
48,<diact type="na"/><speaker floor="keep"/>
49,<diact type="na"/><speaker floor="take"/>
50,<diact type="ng"/><speaker floor="keep"/>
51,<diact type="ng"/><speaker floor="take"/>
52,<diact type="nn"/><speaker floor="keep"/>
53,<diact type="nn"/><speaker floor="take"/>
54,<diact type="no"/><speaker floor="keep"/>
55,<diact type="no"/><speaker floor="take"/>
56,<diact type="ny"/><speaker floor="keep"/>
57,<diact type="ny"/><speaker floor="take"/>
58,<diact type="oo_co_cc"/><speaker floor="keep"/>
59,<diact type="oo_co_cc"/><speaker floor="take"/>
60,<diact type="qh"/><speaker floor="keep"/>
61,<diact type="qh"/><speaker floor="take"/>
62,<diact type="qo"/><speaker floor="keep"/>
63,<diact type="qo"/><speaker floor="take"/>
64,<diact type="qrr"/><speaker floor="keep"/>
65,<diact type="qrr"/><speaker floor="take"/>
66,<diact type="qw"/><speaker floor="keep"/>
67,<diact type="qw"/><speaker floor="take"/>
68,<diact type="qw^d"/><speaker floor="keep"/>
69,<diact type="qw^d"/><speaker floor="take"/>
70,<diact type="qy"/><speaker floor="keep"/>
71,<diact type="qy"/><speaker floor="take"/>
72,<diact type="qy^d"/><speaker floor="keep"/>
73,<diact type="qy^d"/><speaker floor="take"/>
74,<diact type="sd"/><speaker floor="keep"/>
75,<diact type="sd"/><speaker floor="take"/>
76,<diact type="sv"/><speaker floor="keep"/>
77,<diact type="sv"/><speaker floor="take"/>
78,<diact type="t1"/><speaker floor="keep"/>
79,<diact type="t1"/><speaker floor="take"/>
80,<diact type="t3"/><speaker floor="keep"/>
81,<diact type="t3"/><speaker floor="take"/>